Sample_1	Site_1	Mass_1	C1	H1	O1	N1	S1	P1	MolForm_1	El_comp_1	Class_1
NOM_before	NOM	173.024418	10	5	3	0	0	0	C10H5O3	CHO	Condensed Aromatics
NOM_before	NOM	173.060803	11	9	2	0	0	0	C11H9O2	CHO	Lignins
NOM_before	NOM	173.081932	8	13	4	0	0	0	C8H13O4	CHO	Proteins
NOM_before	NOM	173.118318	9	17	3	0	0	0	C9H17O3	CHO	Proteins
NOM_before	NOM	174.056052	10	8	2	1	0	0	C10H8NO2	CHON	Lignins
NOM_before	NOM	175.040068	10	7	3	0	0	0	C10H7O3	CHO	Lignins
NOM_before	NOM	175.051301	9	7	2	2	0	0	C9H7N2O2	CHON	Lignins
NOM_before	NOM	175.076453	11	11	2	0	0	0	C11H11O2	CHO	Lignins
NOM_before	NOM	176.035317	9	6	3	1	0	0	C9H6NO3	CHON	Lignins
NOM_before	NOM	177.001574	9	5	2	0	1	0	C9H5O2S	CHOS	Condensed Aromatics
NOM_before	NOM	177.019332	9	5	4	0	0	0	C9H5O4	CHO	Condensed Aromatics
NOM_before	NOM	177.030566	8	5	3	2	0	0	C8H5N2O3	CHON	Lignins
NOM_before	NOM	177.055718	10	9	3	0	0	0	C10H9O3	CHO	Lignins
NOM_before	NOM	177.092103	11	13	2	0	0	0	C11H13O2	CHO	Lignins
NOM_before	NOM	178.014581	8	4	4	1	0	0	C8H4NO4	CHON	Condensed Aromatics
NOM_before	NOM	178.050967	9	8	3	1	0	0	C9H8NO3	CHON	Lignins
NOM_before	NOM	179.034982	9	7	4	0	0	0	C9H7O4	CHO	Lignins
NOM_before	NOM	179.050238	13	7	1	0	0	0	C13H7O	CHO	Condensed Aromatics
NOM_before	NOM	179.071368	10	11	3	0	0	0	C10H11O3	CHO	Lignins
NOM_before	NOM	180.030231	8	6	4	1	0	0	C8H6NO4	CHON	Lignins
NOM_before	NOM	180.066617	9	10	3	1	0	0	C9H10NO3	CHON	Lignins
NOM_before	NOM	181.014247	8	5	5	0	0	0	C8H5O5	CHO	Lignins
NOM_before	NOM	181.050632	9	9	4	0	0	0	C9H9O4	CHO	Lignins
NOM_before	NOM	181.065888	13	9	1	0	0	0	C13H9O	CHO	
NOM_before	NOM	182.009496	7	4	5	1	0	0	C7H4NO5	CHON	Tannins
NOM_before	NOM	183.012139	8	7	3	0	1	0	C8H7O3S	CHOS	Lignins
NOM_before	NOM	183.048524	9	11	2	0	1	0	C9H11O2S	CHOS	Lignins
NOM_before	NOM	183.066282	9	11	4	0	0	0	C9H11O4	CHO	Lignins
NOM_before	NOM	184.040402	11	6	2	1	0	0	C11H6NO2	CHON	Condensed Aromatics
NOM_before	NOM	184.076788	12	10	1	1	0	0	C12H10NO	CHON	
NOM_before	NOM	184.991403	7	5	4	0	1	0	C7H5O4S	CHOS	Lignins
NOM_before	NOM	185.060803	12	9	2	0	0	0	C12H9O2	CHO	Lignins
NOM_before	NOM	185.081932	9	13	4	0	0	0	C9H13O4	CHO	Proteins
NOM_before	NOM	185.118318	10	17	3	0	0	0	C10H17O3	CHO	Proteins
NOM_before	NOM	186.056052	11	8	2	1	0	0	C11H8NO2	CHON	Lignins
NOM_before	NOM	187.040068	11	7	3	0	0	0	C11H7O3	CHO	Lignins
NOM_before	NOM	187.051301	10	7	2	2	0	0	C10H7N2O2	CHON	Lignins
NOM_before	NOM	187.061197	8	11	5	0	0	0	C8H11O5	CHO	Proteins
NOM_before	NOM	187.097583	9	15	4	0	0	0	C9H15O4	CHO	Proteins
NOM_before	NOM	187.133968	10	19	3	0	0	0	C10H19O3	CHO	Proteins
NOM_before	NOM	188.035317	10	6	3	1	0	0	C10H6NO3	CHON	Lignins
NOM_before	NOM	188.071702	11	10	2	1	0	0	C11H10NO2	CHON	Lignins
NOM_before	NOM	189.019332	10	5	4	0	0	0	C10H5O4	CHO	Condensed Aromatics
NOM_before	NOM	189.030566	9	5	3	2	0	0	C9H5N2O3	CHON	Condensed Aromatics
NOM_before	NOM	189.055718	11	9	3	0	0	0	C11H9O3	CHO	Lignins
NOM_before	NOM	189.076847	8	13	5	0	0	0	C8H13O5	CHO	Proteins
NOM_before	NOM	189.092103	12	13	2	0	0	0	C12H13O2	CHO	Lignins
NOM_before	NOM	190.014581	9	4	4	1	0	0	C9H4NO4	CHON	Condensed Aromatics
NOM_before	NOM	190.050967	10	8	3	1	0	0	C10H8NO3	CHON	Lignins
NOM_before	NOM	191.017224	10	7	2	0	1	0	C10H7O2S	CHOS	Lignins
NOM_before	NOM	191.034982	10	7	4	0	0	0	C10H7O4	CHO	Lignins
NOM_before	NOM	191.046216	9	7	3	2	0	0	C9H7N2O3	CHON	Lignins
NOM_before	NOM	191.071368	11	11	3	0	0	0	C11H11O3	CHO	Lignins
NOM_before	NOM	191.107753	12	15	2	0	0	0	C12H15O2	CHO	Lignins
NOM_before	NOM	192.030231	9	6	4	1	0	0	C9H6NO4	CHON	Lignins
NOM_before	NOM	192.066617	10	10	3	1	0	0	C10H10NO3	CHON	Lignins
NOM_before	NOM	193.014247	9	5	5	0	0	0	C9H5O5	CHO	Condensed Aromatics
NOM_before	NOM	193.02548	8	5	4	2	0	0	C8H5N2O4	CHON	Lignins
NOM_before	NOM	193.050632	10	9	4	0	0	0	C10H9O4	CHO	Lignins
NOM_before	NOM	193.065888	14	9	1	0	0	0	C14H9O	CHO	
NOM_before	NOM	193.087018	11	13	3	0	0	0	C11H13O3	CHO	Lignins
NOM_before	NOM	193.991738	8	4	3	1	1	0	C8H4NO3S	CHONS	Condensed Aromatics
NOM_before	NOM	194.045881	9	8	4	1	0	0	C9H8NO4	CHON	Lignins
NOM_before	NOM	194.061137	13	8	1	1	0	0	C13H8NO	CHON	Condensed Aromatics
NOM_before	NOM	194.067011	6	12	6	1	0	0	C6H12NO6	CHON	Carbohydrates
NOM_before	NOM	194.082267	10	12	3	1	0	0	C10H12NO3	CHON	Lignins
NOM_before	NOM	194.991009	12	3	1	0	1	0	C12H3OS	CHOS	Condensed Aromatics
NOM_before	NOM	195.029897	9	7	5	0	0	0	C9H7O5	CHO	Lignins
NOM_before	NOM	195.045153	13	7	2	0	0	0	C13H7O2	CHO	Condensed Aromatics
NOM_before	NOM	195.056386	12	7	1	2	0	0	C12H7N2O	CHON	Condensed Aromatics
NOM_before	NOM	195.066282	10	11	4	0	0	0	C10H11O4	CHO	Lignins
NOM_before	NOM	195.081539	14	11	1	0	0	0	C14H11O	CHO	
NOM_before	NOM	195.102668	11	15	3	0	0	0	C11H15O3	CHO	Lignins
NOM_before	NOM	195.139053	12	19	2	0	0	0	C12H19O2	CHO	Lipids
NOM_before	NOM	196.025146	8	6	5	1	0	0	C8H6NO5	CHON	Lignins
NOM_before	NOM	196.040402	12	6	2	1	0	0	C12H6NO2	CHON	Condensed Aromatics
NOM_before	NOM	196.076788	13	10	1	1	0	0	C13H10NO	CHON	
NOM_before	NOM	197.009161	8	5	6	0	0	0	C8H5O6	CHO	Tannins
NOM_before	NOM	197.020395	7	5	5	2	0	0	C7H5N2O5	CHON	Tannins
NOM_before	NOM	197.024418	12	5	3	0	0	0	C12H5O3	CHO	Condensed Aromatics
NOM_before	NOM	197.035651	11	5	2	2	0	0	C11H5N2O2	CHON	Condensed Aromatics
NOM_before	NOM	197.060803	13	9	2	0	0	0	C13H9O2	CHO	Lignins
NOM_before	NOM	197.081932	10	13	4	0	0	0	C10H13O4	CHO	Lignins
NOM_before	NOM	197.097189	14	13	1	0	0	0	C14H13O	CHO	
NOM_before	NOM	197.118318	11	17	3	0	0	0	C11H17O3	CHO	Lipids
NOM_before	NOM	198.00441	7	4	6	1	0	0	C7H4NO6	CHON	Tannins
NOM_before	NOM	198.023038	8	8	3	1	1	0	C8H8NO3S	CHONS	Lignins
NOM_before	NOM	198.056052	12	8	2	1	0	0	C12H8NO2	CHON	Lignins
NOM_before	NOM	198.088415	8	12	3	3	0	0	C8H12N3O3	CHON	Proteins
NOM_before	NOM	199.007053	8	7	4	0	1	0	C8H7O4S	CHOS	Lignins
NOM_before	NOM	199.040068	12	7	3	0	0	0	C12H7O3	CHO	Condensed Aromatics
NOM_before	NOM	199.061197	9	11	5	0	0	0	C9H11O5	CHO	Lignins
NOM_before	NOM	199.076453	13	11	2	0	0	0	C13H11O2	CHO	Lignins
NOM_before	NOM	199.097583	10	15	4	0	0	0	C10H15O4	CHO	Proteins
NOM_before	NOM	199.133968	11	19	3	0	0	0	C11H19O3	CHO	Lipids
NOM_before	NOM	199.170354	12	23	2	0	0	0	C12H23O2	CHO	Lipids
NOM_before	NOM	200.035317	11	6	3	1	0	0	C11H6NO3	CHON	Condensed Aromatics
NOM_before	NOM	200.071702	12	10	2	1	0	0	C12H10NO2	CHON	Lignins
NOM_before	NOM	201.019332	11	5	4	0	0	0	C11H5O4	CHO	Condensed Aromatics
NOM_before	NOM	201.055718	12	9	3	0	0	0	C12H9O3	CHO	Lignins
NOM_before	NOM	201.076847	9	13	5	0	0	0	C9H13O5	CHO	Proteins
NOM_before	NOM	201.092103	13	13	2	0	0	0	C13H13O2	CHO	Lignins
NOM_before	NOM	201.113233	10	17	4	0	0	0	C10H17O4	CHO	Proteins
NOM_before	NOM	201.149618	11	21	3	0	0	0	C11H21O3	CHO	Lipids
NOM_before	NOM	202.050967	11	8	3	1	0	0	C11H8NO3	CHON	Lignins
NOM_before	NOM	202.087352	12	12	2	1	0	0	C12H12NO2	CHON	Lignins
NOM_before	NOM	203.034982	11	7	4	0	0	0	C11H7O4	CHO	Lignins
NOM_before	NOM	203.046216	10	7	3	2	0	0	C10H7N2O3	CHON	Lignins
NOM_before	NOM	203.071368	12	11	3	0	0	0	C12H11O3	CHO	Lignins
NOM_before	NOM	203.092497	9	15	5	0	0	0	C9H15O5	CHO	Proteins
NOM_before	NOM	203.107753	13	15	2	0	0	0	C13H15O2	CHO	Lignins
NOM_before	NOM	203.128883	10	19	4	0	0	0	C10H19O4	CHO	Proteins
NOM_before	NOM	204.030231	10	6	4	1	0	0	C10H6NO4	CHON	Lignins
NOM_before	NOM	204.066617	11	10	3	1	0	0	C11H10NO3	CHON	Lignins
NOM_before	NOM	205.014247	10	5	5	0	0	0	C10H5O5	CHO	Condensed Aromatics
NOM_before	NOM	205.02548	9	5	4	2	0	0	C9H5N2O4	CHON	Condensed Aromatics
NOM_before	NOM	205.050632	11	9	4	0	0	0	C11H9O4	CHO	Lignins
NOM_before	NOM	205.065888	15	9	1	0	0	0	C15H9O	CHO	Condensed Aromatics
NOM_before	NOM	205.087018	12	13	3	0	0	0	C12H13O3	CHO	Lignins
NOM_before	NOM	205.123403	13	17	2	0	0	0	C13H17O2	CHO	Lignins
NOM_before	NOM	205.159789	14	21	1	0	0	0	C14H21O	CHO	Lipids
NOM_before	NOM	206.009496	9	4	5	1	0	0	C9H4NO5	CHON	Condensed Aromatics
NOM_before	NOM	206.045881	10	8	4	1	0	0	C10H8NO4	CHON	Lignins
NOM_before	NOM	206.082267	11	12	3	1	0	0	C11H12NO3	CHON	Lignins
NOM_before	NOM	206.993511	9	3	6	0	0	0	C9H3O6	CHO	Condensed Aromatics
NOM_before	NOM	207.012139	10	7	3	0	1	0	C10H7O3S	CHOS	Lignins
NOM_before	NOM	207.029897	10	7	5	0	0	0	C10H7O5	CHO	Lignins
NOM_before	NOM	207.045153	14	7	2	0	0	0	C14H7O2	CHO	Condensed Aromatics
NOM_before	NOM	207.066282	11	11	4	0	0	0	C11H11O4	CHO	Lignins
NOM_before	NOM	207.081539	15	11	1	0	0	0	C15H11O	CHO	
NOM_before	NOM	207.102668	12	15	3	0	0	0	C12H15O3	CHO	Lignins
NOM_before	NOM	207.139053	13	19	2	0	0	0	C13H19O2	CHO	Lipids
NOM_before	NOM	208.007388	9	6	3	1	1	0	C9H6NO3S	CHONS	Lignins
NOM_before	NOM	208.025146	9	6	5	1	0	0	C9H6NO5	CHON	Lignins
NOM_before	NOM	208.040402	13	6	2	1	0	0	C13H6NO2	CHON	Condensed Aromatics
NOM_before	NOM	208.061531	10	10	4	1	0	0	C10H10NO4	CHON	Lignins
NOM_before	NOM	208.076788	14	10	1	1	0	0	C14H10NO	CHON	
NOM_before	NOM	208.097917	11	14	3	1	0	0	C11H14NO3	CHON	Lignins
NOM_before	NOM	209.009161	9	5	6	0	0	0	C9H5O6	CHO	Condensed Aromatics
NOM_before	NOM	209.045547	10	9	5	0	0	0	C10H9O5	CHO	Lignins
NOM_before	NOM	209.060803	14	9	2	0	0	0	C14H9O2	CHO	Lignins
NOM_before	NOM	209.072036	13	9	1	2	0	0	C13H9N2O	CHON	
NOM_before	NOM	209.081932	11	13	4	0	0	0	C11H13O4	CHO	Lignins
NOM_before	NOM	209.097189	15	13	1	0	0	0	C15H13O	CHO	
NOM_before	NOM	209.118318	12	17	3	0	0	0	C12H17O3	CHO	Lipids
NOM_before	NOM	209.154703	13	21	2	0	0	0	C13H21O2	CHO	Lipids
NOM_before	NOM	210.040796	9	8	5	1	0	0	C9H8NO5	CHON	Lignins
NOM_before	NOM	210.056052	13	8	2	1	0	0	C13H8NO2	CHON	Condensed Aromatics
NOM_before	NOM	210.077181	10	12	4	1	0	0	C10H12NO4	CHON	Lignins
NOM_before	NOM	211.024812	9	7	6	0	0	0	C9H7O6	CHO	Lignins
NOM_before	NOM	211.040068	13	7	3	0	0	0	C13H7O3	CHO	Condensed Aromatics
NOM_before	NOM	211.051301	12	7	2	2	0	0	C12H7N2O2	CHON	Condensed Aromatics
NOM_before	NOM	211.061197	10	11	5	0	0	0	C10H11O5	CHO	Lignins
NOM_before	NOM	211.076453	14	11	2	0	0	0	C14H11O2	CHO	Lignins
NOM_before	NOM	211.097583	11	15	4	0	0	0	C11H15O4	CHO	Lignins
NOM_before	NOM	211.133968	12	19	3	0	0	0	C12H19O3	CHO	Lipids
NOM_before	NOM	212.02006	8	6	6	1	0	0	C8H6NO6	CHON	Tannins
NOM_before	NOM	212.035317	12	6	3	1	0	0	C12H6NO3	CHON	Condensed Aromatics
NOM_before	NOM	212.071702	13	10	2	1	0	0	C13H10NO2	CHON	Lignins
NOM_before	NOM	213.019332	12	5	4	0	0	0	C12H5O4	CHO	Condensed Aromatics
NOM_before	NOM	213.030566	11	5	3	2	0	0	C11H5N2O3	CHON	Condensed Aromatics
NOM_before	NOM	213.055718	13	9	3	0	0	0	C13H9O3	CHO	Lignins
NOM_before	NOM	213.076847	10	13	5	0	0	0	C10H13O5	CHO	Lignins
NOM_before	NOM	213.092103	14	13	2	0	0	0	C14H13O2	CHO	Lignins
NOM_before	NOM	213.113233	11	17	4	0	0	0	C11H17O4	CHO	Proteins
NOM_before	NOM	213.149618	12	21	3	0	0	0	C12H21O3	CHO	Lipids
NOM_before	NOM	213.186004	13	25	2	0	0	0	C13H25O2	CHO	Lipids
NOM_before	NOM	214.014581	11	4	4	1	0	0	C11H4NO4	CHON	Condensed Aromatics
NOM_before	NOM	214.050967	12	8	3	1	0	0	C12H8NO3	CHON	Lignins
NOM_before	NOM	214.087352	13	12	2	1	0	0	C13H12NO2	CHON	Lignins
NOM_before	NOM	214.123738	14	16	1	1	0	0	C14H16NO	CHON	
NOM_before	NOM	215.001968	8	7	5	0	1	0	C8H7O5S	CHOS	Lignins
NOM_before	NOM	215.034982	12	7	4	0	0	0	C12H7O4	CHO	Condensed Aromatics
NOM_before	NOM	215.046216	11	7	3	2	0	0	C11H7N2O3	CHON	Lignins
NOM_before	NOM	215.056112	9	11	6	0	0	0	C9H11O6	CHO	Lignins
NOM_before	NOM	215.071368	13	11	3	0	0	0	C13H11O3	CHO	Lignins
NOM_before	NOM	215.092497	10	15	5	0	0	0	C10H15O5	CHO	Proteins
NOM_before	NOM	215.128883	11	19	4	0	0	0	C11H19O4	CHO	Proteins
NOM_before	NOM	215.165268	12	23	3	0	0	0	C12H23O3	CHO	Lipids
NOM_before	NOM	216.030231	11	6	4	1	0	0	C11H6NO4	CHON	Condensed Aromatics
NOM_before	NOM	216.066617	12	10	3	1	0	0	C12H10NO3	CHON	Lignins
NOM_before	NOM	216.103002	13	14	2	1	0	0	C13H14NO2	CHON	Lignins
NOM_before	NOM	216.139388	14	18	1	1	0	0	C14H18NO	CHON	
NOM_before	NOM	217.014247	11	5	5	0	0	0	C11H5O5	CHO	Condensed Aromatics
NOM_before	NOM	217.02548	10	5	4	2	0	0	C10H5N2O4	CHON	Condensed Aromatics
NOM_before	NOM	217.050632	12	9	4	0	0	0	C12H9O4	CHO	Lignins
NOM_before	NOM	217.061866	11	9	3	2	0	0	C11H9N2O3	CHON	Lignins
NOM_before	NOM	217.071762	9	13	6	0	0	0	C9H13O6	CHO	Proteins
NOM_before	NOM	217.087018	13	13	3	0	0	0	C13H13O3	CHO	Lignins
NOM_before	NOM	217.108147	10	17	5	0	0	0	C10H17O5	CHO	Proteins
NOM_before	NOM	217.123403	14	17	2	0	0	0	C14H17O2	CHO	Lignins
NOM_before	NOM	218.009496	10	4	5	1	0	0	C10H4NO5	CHON	Condensed Aromatics
NOM_before	NOM	218.045881	11	8	4	1	0	0	C11H8NO4	CHON	Lignins
NOM_before	NOM	219.029897	11	7	5	0	0	0	C11H7O5	CHO	Lignins
NOM_before	NOM	219.04113	10	7	4	2	0	0	C10H7N2O4	CHON	Lignins
NOM_before	NOM	219.066282	12	11	4	0	0	0	C12H11O4	CHO	Lignins
NOM_before	NOM	219.102668	13	15	3	0	0	0	C13H15O3	CHO	Lignins
NOM_before	NOM	220.025146	10	6	5	1	0	0	C10H6NO5	CHON	Lignins
NOM_before	NOM	220.061531	11	10	4	1	0	0	C11H10NO4	CHON	Lignins
NOM_before	NOM	220.097917	12	14	3	1	0	0	C12H14NO3	CHON	Lignins
NOM_before	NOM	220.991403	10	5	4	0	1	0	C10H5O4S	CHOS	Condensed Aromatics
NOM_before	NOM	221.009161	10	5	6	0	0	0	C10H5O6	CHO	Condensed Aromatics
NOM_before	NOM	221.020395	9	5	5	2	0	0	C9H5N2O5	CHON	Condensed Aromatics
NOM_before	NOM	221.045547	11	9	5	0	0	0	C11H9O5	CHO	Lignins
NOM_before	NOM	221.060803	15	9	2	0	0	0	C15H9O2	CHO	Condensed Aromatics
NOM_before	NOM	221.081932	12	13	4	0	0	0	C12H13O4	CHO	Lignins
NOM_before	NOM	221.118318	13	17	3	0	0	0	C13H17O3	CHO	Lignins
NOM_before	NOM	221.154703	14	21	2	0	0	0	C14H21O2	CHO	Lipids
NOM_before	NOM	222.00441	9	4	6	1	0	0	C9H4NO6	CHON	Condensed Aromatics
NOM_before	NOM	222.040796	10	8	5	1	0	0	C10H8NO5	CHON	Lignins
NOM_before	NOM	222.055401	6	12	4	3	1	0	C6H12N3O4S	CHONS	Proteins
NOM_before	NOM	222.056052	14	8	2	1	0	0	C14H8NO2	CHON	Condensed Aromatics
NOM_before	NOM	222.077181	11	12	4	1	0	0	C11H12NO4	CHON	Lignins
NOM_before	NOM	222.092438	15	12	1	1	0	0	C15H12NO	CHON	
NOM_before	NOM	222.113567	12	16	3	1	0	0	C12H16NO3	CHON	Lignins
NOM_before	NOM	223.024812	10	7	6	0	0	0	C10H7O6	CHO	Lignins
NOM_before	NOM	223.040068	14	7	3	0	0	0	C14H7O3	CHO	Condensed Aromatics
NOM_before	NOM	223.061197	11	11	5	0	0	0	C11H11O5	CHO	Lignins
NOM_before	NOM	223.076453	15	11	2	0	0	0	C15H11O2	CHO	Lignins
NOM_before	NOM	223.091058	11	15	1	2	1	0	C11H15N2OS	CHONS	
NOM_before	NOM	223.097583	12	15	4	0	0	0	C12H15O4	CHO	Lignins
NOM_before	NOM	223.133968	13	19	3	0	0	0	C13H19O3	CHO	Lipids
NOM_before	NOM	224.002302	9	6	4	1	1	0	C9H6NO4S	CHONS	Lignins
NOM_before	NOM	224.02006	9	6	6	1	0	0	C9H6NO6	CHON	Lignins
NOM_before	NOM	224.031294	8	6	5	3	0	0	C8H6N3O5	CHON	Lignins
NOM_before	NOM	224.035317	13	6	3	1	0	0	C13H6NO3	CHON	Condensed Aromatics
NOM_before	NOM	224.056446	10	10	5	1	0	0	C10H10NO5	CHON	Lignins
NOM_before	NOM	224.071702	14	10	2	1	0	0	C14H10NO2	CHON	Lignins
NOM_before	NOM	225.004076	9	5	7	0	0	0	C9H5O7	CHO	Tannins
NOM_before	NOM	225.019332	13	5	4	0	0	0	C13H5O4	CHO	Condensed Aromatics
NOM_before	NOM	225.055718	14	9	3	0	0	0	C14H9O3	CHO	Lignins
NOM_before	NOM	225.066951	13	9	2	2	0	0	C13H9N2O2	CHON	Lignins
NOM_before	NOM	225.076847	11	13	5	0	0	0	C11H13O5	CHO	Lignins
NOM_before	NOM	225.092103	15	13	2	0	0	0	C15H13O2	CHO	Lignins
NOM_before	NOM	225.113233	12	17	4	0	0	0	C12H17O4	CHO	Proteins
NOM_before	NOM	225.149618	13	21	3	0	0	0	C13H21O3	CHO	Lipids
NOM_before	NOM	225.197237	13	25	1	2	0	0	C13H25N2O	CHON	Lipids
NOM_before	NOM	226.050967	13	8	3	1	0	0	C13H8NO3	CHON	Condensed Aromatics
NOM_before	NOM	226.087352	14	12	2	1	0	0	C14H12NO2	CHON	Lignins
NOM_before	NOM	226.098586	13	12	1	3	0	0	C13H12N3O	CHON	
NOM_before	NOM	227.034982	13	7	4	0	0	0	C13H7O4	CHO	Condensed Aromatics
NOM_before	NOM	227.046216	12	7	3	2	0	0	C12H7N2O3	CHON	Condensed Aromatics
NOM_before	NOM	227.071368	14	11	3	0	0	0	C14H11O3	CHO	Lignins
NOM_before	NOM	227.082601	13	11	2	2	0	0	C13H11N2O2	CHON	Lignins
NOM_before	NOM	227.092497	11	15	5	0	0	0	C11H15O5	CHO	Lignins
NOM_before	NOM	227.107753	15	15	2	0	0	0	C15H15O2	CHO	Lignins
NOM_before	NOM	227.128883	12	19	4	0	0	0	C12H19O4	CHO	Proteins
NOM_before	NOM	227.165268	13	23	3	0	0	0	C13H23O3	CHO	Lipids
NOM_before	NOM	227.201654	14	27	2	0	0	0	C14H27O2	CHO	Lipids
NOM_before	NOM	228.030231	12	6	4	1	0	0	C12H6NO4	CHON	Condensed Aromatics
NOM_before	NOM	228.066617	13	10	3	1	0	0	C13H10NO3	CHON	Lignins
