Sample_1	Site_1	Mass_1	C1	H1	O1	N1	S1	P1	MolForm_1	El_comp_1	Class_1
NOM_before	NOM	293.114295	14	17	5	2	0	0	C14H17N2O5	CHON	Lignins
NOM_before	NOM	293.118318	19	17	3	0	0	0	C19H17O3	CHO	Lignins
NOM_before	NOM	293.139447	16	21	5	0	0	0	C16H21O5	CHO	Lignins
NOM_before	NOM	293.175833	17	25	4	0	0	0	C17H25O4	CHO	Lipids
NOM_before	NOM	293.179204	14	29	4	0	1	0	C14H29O4S	CHOS	Condensed Aromatics
NOM_before	NOM	293.187066	16	25	3	2	0	0	C16H25N2O3	CHON	Lipids
NOM_before	NOM	294.040796	16	8	5	1	0	0	C16H8NO5	CHON	Condensed Aromatics
NOM_before	NOM	294.061925	13	12	7	1	0	0	C13H12NO7	CHON	Lignins
NOM_before	NOM	294.07653	9	16	6	3	1	0	C9H16N3O6S	CHONS	Proteins
NOM_before	NOM	294.077181	17	12	4	1	0	0	C17H12NO4	CHON	Lignins
NOM_before	NOM	294.088415	16	12	3	3	0	0	C16H12N3O3	CHON	Lignins
NOM_before	NOM	294.134696	15	20	5	1	0	0	C15H20NO5	CHON	Lignins
NOM_before	NOM	295.009555	12	7	9	0	0	0	C12H7O9	CHO	Tannins
NOM_before	NOM	295.024812	16	7	6	0	0	0	C16H7O6	CHO	Condensed Aromatics
NOM_before	NOM	295.036045	15	7	5	2	0	0	C15H7N2O5	CHON	Condensed Aromatics
NOM_before	NOM	295.045941	13	11	8	0	0	0	C13H11O8	CHO	Lignins
NOM_before	NOM	295.061197	17	11	5	0	0	0	C17H11O5	CHO	Lignins
NOM_before	NOM	295.07243	16	11	4	2	0	0	C16H11N2O4	CHON	Lignins
NOM_before	NOM	295.082326	14	15	7	0	0	0	C14H15O7	CHO	Lignins
NOM_before	NOM	295.097583	18	15	4	0	0	0	C18H15O4	CHO	Lignins
NOM_before	NOM	295.118712	15	19	6	0	0	0	C15H19O6	CHO	Lignins
NOM_before	NOM	295.122083	12	23	6	0	1	0	C12H23O6S	CHOS	Proteins
NOM_before	NOM	295.133968	19	19	3	0	0	0	C19H19O3	CHO	Lignins
NOM_before	NOM	295.137339	16	23	3	0	1	0	C16H23O3S	CHOS	Lipids
NOM_before	NOM	295.155097	16	23	5	0	0	0	C16H23O5	CHO	Proteins
NOM_before	NOM	295.191483	17	27	4	0	0	0	C17H27O4	CHO	Lipids
NOM_before	NOM	295.227868	18	31	3	0	0	0	C18H31O3	CHO	Lipids
NOM_before	NOM	296.02006	15	6	6	1	0	0	C15H6NO6	CHON	Condensed Aromatics
NOM_before	NOM	296.056446	16	10	5	1	0	0	C16H10NO5	CHON	Condensed Aromatics
NOM_before	NOM	296.092832	17	14	4	1	0	0	C17H14NO4	CHON	Lignins
NOM_before	NOM	297.015309	14	5	6	2	0	0	C14H5N2O6	CHON	Condensed Aromatics
NOM_before	NOM	297.040462	16	9	6	0	0	0	C16H9O6	CHO	Condensed Aromatics
NOM_before	NOM	297.051695	15	9	5	2	0	0	C15H9N2O5	CHON	Condensed Aromatics
NOM_before	NOM	297.061591	13	13	8	0	0	0	C13H13O8	CHO	Lignins
NOM_before	NOM	297.076847	17	13	5	0	0	0	C17H13O5	CHO	Lignins
NOM_before	NOM	297.080218	14	17	5	0	1	0	C14H17O5S	CHOS	Lignins
NOM_before	NOM	297.08808	16	13	4	2	0	0	C16H13N2O4	CHON	Lignins
NOM_before	NOM	297.097976	14	17	7	0	0	0	C14H17O7	CHO	Lignins
NOM_before	NOM	297.113233	18	17	4	0	0	0	C18H17O4	CHO	Lignins
NOM_before	NOM	297.134362	15	21	6	0	0	0	C15H21O6	CHO	Lignins
NOM_before	NOM	297.149618	19	21	3	0	0	0	C19H21O3	CHO	Lignins
NOM_before	NOM	297.152989	16	25	3	0	1	0	C16H25O3S	CHOS	Lipids
NOM_before	NOM	297.170747	16	25	5	0	0	0	C16H25O5	CHO	Proteins
NOM_before	NOM	297.207133	17	29	4	0	0	0	C17H29O4	CHO	Lipids
NOM_before	NOM	297.243519	18	33	3	0	0	0	C18H33O3	CHO	Lipids
NOM_before	NOM	298.035711	15	8	6	1	0	0	C15H8NO6	CHON	Condensed Aromatics
NOM_before	NOM	298.046944	14	8	5	3	0	0	C14H8N3O5	CHON	Condensed Aromatics
NOM_before	NOM	298.071445	8	16	7	3	1	0	C8H16N3O7S	CHONS	Carbohydrates
NOM_before	NOM	298.072096	16	12	5	1	0	0	C16H12NO5	CHON	Lignins
NOM_before	NOM	298.108482	17	16	4	1	0	0	C17H16NO4	CHON	Lignins
NOM_before	NOM	299.019726	15	7	7	0	0	0	C15H7O7	CHO	Condensed Aromatics
NOM_before	NOM	299.03096	14	7	6	2	0	0	C14H7N2O6	CHON	Condensed Aromatics
NOM_before	NOM	299.056112	16	11	6	0	0	0	C16H11O6	CHO	Lignins
NOM_before	NOM	299.067345	15	11	5	2	0	0	C15H11N2O5	CHON	Lignins
NOM_before	NOM	299.071368	20	11	3	0	0	0	C20H11O3	CHO	Condensed Aromatics
NOM_before	NOM	299.077241	13	15	8	0	0	0	C13H15O8	CHO	Lignins
NOM_before	NOM	299.092497	17	15	5	0	0	0	C17H15O5	CHO	Lignins
NOM_before	NOM	299.095868	14	19	5	0	1	0	C14H19O5S	CHOS	Lignins
NOM_before	NOM	299.113627	14	19	7	0	0	0	C14H19O7	CHO	Lignins
NOM_before	NOM	299.128883	18	19	4	0	0	0	C18H19O4	CHO	Lignins
NOM_before	NOM	299.132254	15	23	4	0	1	0	C15H23O4S	CHOS	Lipids
NOM_before	NOM	299.150012	15	23	6	0	0	0	C15H23O6	CHO	Proteins
NOM_before	NOM	299.186398	16	27	5	0	0	0	C16H27O5	CHO	Proteins
NOM_before	NOM	299.201654	20	27	2	0	0	0	C20H27O2	CHO	Lignins
NOM_before	NOM	299.222783	17	31	4	0	0	0	C17H31O4	CHO	Lipids
NOM_before	NOM	299.259169	18	35	3	0	0	0	C18H35O3	CHO	Lipids
NOM_before	NOM	300.014975	14	6	7	1	0	0	C14H6NO7	CHON	Condensed Aromatics
NOM_before	NOM	300.030231	18	6	4	1	0	0	C18H6NO4	CHON	Condensed Aromatics
NOM_before	NOM	300.051361	15	10	6	1	0	0	C15H10NO6	CHON	Lignins
NOM_before	NOM	300.066617	19	10	3	1	0	0	C19H10NO3	CHON	Condensed Aromatics
NOM_before	NOM	300.087746	16	14	5	1	0	0	C16H14NO5	CHON	Lignins
NOM_before	NOM	300.996489	18	5	3	0	1	0	C18H5O3S	CHOS	Condensed Aromatics
NOM_before	NOM	300.998991	14	5	8	0	0	0	C14H5O8	CHO	Condensed Aromatics
NOM_before	NOM	301.010224	13	5	7	2	0	0	C13H5N2O7	CHON	Condensed Aromatics
NOM_before	NOM	301.035376	15	9	7	0	0	0	C15H9O7	CHO	Condensed Aromatics
NOM_before	NOM	301.038748	12	13	7	0	1	0	C12H13O7S	CHOS	Lignins
NOM_before	NOM	301.04661	14	9	6	2	0	0	C14H9N2O6	CHON	Lignins
NOM_before	NOM	301.050632	19	9	4	0	0	0	C19H9O4	CHO	Condensed Aromatics
NOM_before	NOM	301.071762	16	13	6	0	0	0	C16H13O6	CHO	Lignins
NOM_before	NOM	301.075133	13	17	6	0	1	0	C13H17O6S	CHOS	Lignins
NOM_before	NOM	301.082995	15	13	5	2	0	0	C15H13N2O5	CHON	Lignins
NOM_before	NOM	301.087018	20	13	3	0	0	0	C20H13O3	CHO	Lignins
NOM_before	NOM	301.092891	13	17	8	0	0	0	C13H17O8	CHO	Lignins
NOM_before	NOM	301.108147	17	17	5	0	0	0	C17H17O5	CHO	Lignins
NOM_before	NOM	301.129277	14	21	7	0	0	0	C14H21O7	CHO	Proteins
NOM_before	NOM	301.144533	18	21	4	0	0	0	C18H21O4	CHO	Lignins
NOM_before	NOM	301.165662	15	25	6	0	0	0	C15H25O6	CHO	Proteins
NOM_before	NOM	301.202048	16	29	5	0	0	0	C16H29O5	CHO	Proteins
NOM_before	NOM	302.030625	14	8	7	1	0	0	C14H8NO7	CHON	Condensed Aromatics
NOM_before	NOM	302.067011	15	12	6	1	0	0	C15H12NO6	CHON	Lignins
NOM_before	NOM	302.082267	19	12	3	1	0	0	C19H12NO3	CHON	Condensed Aromatics
NOM_before	NOM	302.103396	16	16	5	1	0	0	C16H16NO5	CHON	Lignins
NOM_before	NOM	302.996883	14	7	6	0	1	0	C14H7O6S	CHOS	Condensed Aromatics
NOM_before	NOM	303.014641	14	7	8	0	0	0	C14H7O8	CHO	Condensed Aromatics
NOM_before	NOM	303.025874	13	7	7	2	0	0	C13H7N2O7	CHON	Condensed Aromatics
NOM_before	NOM	303.029897	18	7	5	0	0	0	C18H7O5	CHO	Condensed Aromatics
NOM_before	NOM	303.051026	15	11	7	0	0	0	C15H11O7	CHO	Lignins
NOM_before	NOM	303.06226	14	11	6	2	0	0	C14H11N2O6	CHON	Lignins
NOM_before	NOM	303.066282	19	11	4	0	0	0	C19H11O4	CHO	Condensed Aromatics
NOM_before	NOM	303.087412	16	15	6	0	0	0	C16H15O6	CHO	Lignins
NOM_before	NOM	303.108541	13	19	8	0	0	0	C13H19O8	CHO	Proteins
NOM_before	NOM	303.123797	17	19	5	0	0	0	C17H19O5	CHO	Lignins
NOM_before	NOM	303.160183	18	23	4	0	0	0	C18H23O4	CHO	Lignins
NOM_before	NOM	303.171416	17	23	3	2	0	0	C17H23N2O3	CHON	Lignins
NOM_before	NOM	303.19994	16	31	3	0	1	0	C16H31O3S	CHOS	Lipids
NOM_before	NOM	304.00989	13	6	8	1	0	0	C13H6NO8	CHON	Condensed Aromatics
NOM_before	NOM	304.046275	14	10	7	1	0	0	C14H10NO7	CHON	Lignins
NOM_before	NOM	304.061531	18	10	4	1	0	0	C18H10NO4	CHON	Condensed Aromatics
NOM_before	NOM	304.076788	22	10	1	1	0	0	C22H10NO	CHON	Condensed Aromatics
NOM_before	NOM	304.082661	15	14	6	1	0	0	C15H14NO6	CHON	Lignins
NOM_before	NOM	304.097265	11	18	5	3	1	0	C11H18N3O5S	CHONS	Proteins
NOM_before	NOM	304.097917	19	14	3	1	0	0	C19H14NO3	CHON	Lignins
NOM_before	NOM	304.115024	11	18	7	3	0	0	C11H18N3O7	CHON	Proteins
NOM_before	NOM	304.119046	16	18	5	1	0	0	C16H18NO5	CHON	Lignins
NOM_before	NOM	304.155432	17	22	4	1	0	0	C17H22NO4	CHON	Lignins
NOM_before	NOM	304.993905	13	5	9	0	0	0	C13H5O9	CHO	
NOM_before	NOM	305.012533	14	9	6	0	1	0	C14H9O6S	CHOS	Lignins
NOM_before	NOM	305.030291	14	9	8	0	0	0	C14H9O8	CHO	Lignins
NOM_before	NOM	305.044896	10	13	7	2	1	0	C10H13N2O7S	CHONS	Tannins
NOM_before	NOM	305.045547	18	9	5	0	0	0	C18H9O5	CHO	Condensed Aromatics
NOM_before	NOM	305.05678	17	9	4	2	0	0	C17H9N2O4	CHON	Condensed Aromatics
NOM_before	NOM	305.066676	15	13	7	0	0	0	C15H13O7	CHO	Lignins
NOM_before	NOM	305.081932	19	13	4	0	0	0	C19H13O4	CHO	Lignins
NOM_before	NOM	305.093166	18	13	3	2	0	0	C18H13N2O3	CHON	Lignins
NOM_before	NOM	305.103062	16	17	6	0	0	0	C16H17O6	CHO	Lignins
NOM_before	NOM	305.139447	17	21	5	0	0	0	C17H21O5	CHO	Lignins
NOM_before	NOM	305.160577	14	25	7	0	0	0	C14H25O7	CHO	Proteins
NOM_before	NOM	305.175833	18	25	4	0	0	0	C18H25O4	CHO	Lignins
NOM_before	NOM	305.187066	17	25	3	2	0	0	C17H25N2O3	CHON	Lipids
NOM_before	NOM	306.02554	13	8	8	1	0	0	C13H8NO8	CHON	Condensed Aromatics
NOM_before	NOM	306.040796	17	8	5	1	0	0	C17H8NO5	CHON	Condensed Aromatics
NOM_before	NOM	306.061925	14	12	7	1	0	0	C14H12NO7	CHON	Lignins
NOM_before	NOM	306.077181	18	12	4	1	0	0	C18H12NO4	CHON	Lignins
NOM_before	NOM	306.098311	15	16	6	1	0	0	C15H16NO6	CHON	Lignins
NOM_before	NOM	306.149952	20	20	2	1	0	0	C20H20NO2	CHON	Lignins
NOM_before	NOM	307.009555	13	7	9	0	0	0	C13H7O9	CHO	Tannins
NOM_before	NOM	307.024812	17	7	6	0	0	0	C17H7O6	CHO	Condensed Aromatics
NOM_before	NOM	307.036045	16	7	5	2	0	0	C16H7N2O5	CHON	Condensed Aromatics
NOM_before	NOM	307.045941	14	11	8	0	0	0	C14H11O8	CHO	Lignins
NOM_before	NOM	307.061197	18	11	5	0	0	0	C18H11O5	CHO	Condensed Aromatics
NOM_before	NOM	307.07243	17	11	4	2	0	0	C17H11N2O4	CHON	Lignins
NOM_before	NOM	307.075802	14	15	4	2	1	0	C14H15N2O4S	CHONS	Lignins
NOM_before	NOM	307.082326	15	15	7	0	0	0	C15H15O7	CHO	Lignins
NOM_before	NOM	307.09356	14	15	6	2	0	0	C14H15N2O6	CHON	Lignins
NOM_before	NOM	307.097583	19	15	4	0	0	0	C19H15O4	CHO	Lignins
NOM_before	NOM	307.118712	16	19	6	0	0	0	C16H19O6	CHO	Lignins
NOM_before	NOM	307.155097	17	23	5	0	0	0	C17H23O5	CHO	Lignins
NOM_before	NOM	307.166331	16	23	4	2	0	0	C16H23N2O4	CHON	Lipids
NOM_before	NOM	307.191483	18	27	4	0	0	0	C18H27O4	CHO	Lipids
NOM_before	NOM	308.019409	8	10	8	3	1	0	C8H10N3O8S	CHONS	Tannins
NOM_before	NOM	308.02006	16	6	6	1	0	0	C16H6NO6	CHON	Condensed Aromatics
NOM_before	NOM	308.056446	17	10	5	1	0	0	C17H10NO5	CHON	Condensed Aromatics
NOM_before	NOM	308.092832	18	14	4	1	0	0	C18H14NO4	CHON	Lignins
NOM_before	NOM	308.113961	15	18	6	1	0	0	C15H18NO6	CHON	Lignins
NOM_before	NOM	309.004076	16	5	7	0	0	0	C16H5O7	CHO	Condensed Aromatics
NOM_before	NOM	309.007447	13	9	7	0	1	0	C13H9O7S	CHOS	Lignins
NOM_before	NOM	309.015309	15	5	6	2	0	0	C15H5N2O6	CHON	Condensed Aromatics
NOM_before	NOM	309.025205	13	9	9	0	0	0	C13H9O9	CHO	Tannins
NOM_before	NOM	309.040462	17	9	6	0	0	0	C17H9O6	CHO	Condensed Aromatics
NOM_before	NOM	309.051695	16	9	5	2	0	0	C16H9N2O5	CHON	Condensed Aromatics
NOM_before	NOM	309.061591	14	13	8	0	0	0	C14H13O8	CHO	Lignins
NOM_before	NOM	309.076847	18	13	5	0	0	0	C18H13O5	CHO	Lignins
NOM_before	NOM	309.08808	17	13	4	2	0	0	C17H13N2O4	CHON	Lignins
NOM_before	NOM	309.097976	15	17	7	0	0	0	C15H17O7	CHO	Lignins
NOM_before	NOM	309.101348	12	21	7	0	1	0	C12H21O7S	CHOS	Proteins
NOM_before	NOM	309.113233	19	17	4	0	0	0	C19H17O4	CHO	Lignins
NOM_before	NOM	309.134362	16	21	6	0	0	0	C16H21O6	CHO	Lignins
NOM_before	NOM	309.149618	20	21	3	0	0	0	C20H21O3	CHO	Lignins
NOM_before	NOM	309.152989	17	25	3	0	1	0	C17H25O3S	CHOS	Lipids
NOM_before	NOM	309.170747	17	25	5	0	0	0	C17H25O5	CHO	Lipids
NOM_before	NOM	309.174119	14	29	5	0	1	0	C14H29O5S	CHOS	Proteins
NOM_before	NOM	309.181981	16	25	4	2	0	0	C16H25N2O4	CHON	Lipids
NOM_before	NOM	309.207133	18	29	4	0	0	0	C18H29O4	CHO	Lipids
NOM_before	NOM	310.035711	16	8	6	1	0	0	C16H8NO6	CHON	Condensed Aromatics
NOM_before	NOM	310.046944	15	8	5	3	0	0	C15H8N3O5	CHON	Condensed Aromatics
NOM_before	NOM	310.05684	13	12	8	1	0	0	C13H12NO8	CHON	Lignins
NOM_before	NOM	310.072096	17	12	5	1	0	0	C17H12NO5	CHON	Lignins
NOM_before	NOM	310.108482	18	16	4	1	0	0	C18H16NO4	CHON	Lignins
NOM_before	NOM	310.986712	12	7	8	0	1	0	C12H7O8S	CHOS	Condensed Aromatics
NOM_before	NOM	311.019726	16	7	7	0	0	0	C16H7O7	CHO	Condensed Aromatics
NOM_before	NOM	311.03096	15	7	6	2	0	0	C15H7N2O6	CHON	Condensed Aromatics
NOM_before	NOM	311.040856	13	11	9	0	0	0	C13H11O9	CHO	Tannins
NOM_before	NOM	311.056112	17	11	6	0	0	0	C17H11O6	CHO	Lignins
NOM_before	NOM	311.067345	16	11	5	2	0	0	C16H11N2O5	CHON	Lignins
NOM_before	NOM	311.092497	18	15	5	0	0	0	C18H15O5	CHO	Lignins
NOM_before	NOM	311.095868	15	19	5	0	1	0	C15H19O5S	CHOS	Lignins
NOM_before	NOM	311.113627	15	19	7	0	0	0	C15H19O7	CHO	Lignins
NOM_before	NOM	311.128883	19	19	4	0	0	0	C19H19O4	CHO	Lignins
NOM_before	NOM	311.150012	16	23	6	0	0	0	C16H23O6	CHO	Proteins
NOM_before	NOM	311.168639	17	27	3	0	1	0	C17H27O3S	CHOS	Lipids
NOM_before	NOM	311.186398	17	27	5	0	0	0	C17H27O5	CHO	Lipids
NOM_before	NOM	311.222783	18	31	4	0	0	0	C18H31O4	CHO	Lipids
NOM_before	NOM	312.014975	15	6	7	1	0	0	C15H6NO7	CHON	Condensed Aromatics
NOM_before	NOM	312.051361	16	10	6	1	0	0	C16H10NO6	CHON	Condensed Aromatics
NOM_before	NOM	312.062594	15	10	5	3	0	0	C15H10N3O5	CHON	Lignins
NOM_before	NOM	312.087746	17	14	5	1	0	0	C17H14NO5	CHON	Lignins
NOM_before	NOM	312.124132	18	18	4	1	0	0	C18H18NO4	CHON	Lignins
NOM_before	NOM	312.947349	10	1	12	0	0	0	C10HO12	CHO	
NOM_before	NOM	313.035376	16	9	7	0	0	0	C16H9O7	CHO	Condensed Aromatics
NOM_before	NOM	313.038748	13	13	7	0	1	0	C13H13O7S	CHOS	Lignins
NOM_before	NOM	313.04661	15	9	6	2	0	0	C15H9N2O6	CHON	Condensed Aromatics
NOM_before	NOM	313.071762	17	13	6	0	0	0	C17H13O6	CHO	Lignins
NOM_before	NOM	313.082995	16	13	5	2	0	0	C16H13N2O5	CHON	Lignins
NOM_before	NOM	313.087018	21	13	3	0	0	0	C21H13O3	CHO	Condensed Aromatics
NOM_before	NOM	313.092891	14	17	8	0	0	0	C14H17O8	CHO	Lignins
NOM_before	NOM	313.108147	18	17	5	0	0	0	C18H17O5	CHO	Lignins
NOM_before	NOM	313.111519	15	21	5	0	1	0	C15H21O5S	CHOS	Lignins
NOM_before	NOM	313.119381	17	17	4	2	0	0	C17H17N2O4	CHON	Lignins
NOM_before	NOM	313.129277	15	21	7	0	0	0	C15H21O7	CHO	Lignins
NOM_before	NOM	313.144533	19	21	4	0	0	0	C19H21O4	CHO	Lignins
NOM_before	NOM	313.147904	16	25	4	0	1	0	C16H25O4S	CHOS	Lipids
NOM_before	NOM	313.165662	16	25	6	0	0	0	C16H25O6	CHO	Proteins
NOM_before	NOM	313.180918	20	25	3	0	0	0	C20H25O3	CHO	Lignins
NOM_before	NOM	313.202048	17	29	5	0	0	0	C17H29O5	CHO	Lipids
NOM_before	NOM	313.238433	18	33	4	0	0	0	C18H33O4	CHO	Lipids
NOM_before	NOM	314.030625	15	8	7	1	0	0	C15H8NO7	CHON	Condensed Aromatics
NOM_before	NOM	314.045881	19	8	4	1	0	0	C19H8NO4	CHON	Condensed Aromatics
NOM_before	NOM	314.067011	16	12	6	1	0	0	C16H12NO6	CHON	Lignins
NOM_before	NOM	314.078244	15	12	5	3	0	0	C15H12N3O5	CHON	Lignins
NOM_before	NOM	314.103396	17	16	5	1	0	0	C17H16NO5	CHON	Lignins
NOM_before	NOM	314.270068	18	36	3	1	0	0	C18H36NO3	CHON	Lignins
NOM_before	NOM	315.014641	15	7	8	0	0	0	C15H7O8	CHO	Condensed Aromatics
NOM_before	NOM	315.025874	14	7	7	2	0	0	C14H7N2O7	CHON	Condensed Aromatics
NOM_before	NOM	315.029897	19	7	5	0	0	0	C19H7O5	CHO	Condensed Aromatics
NOM_before	NOM	315.051026	16	11	7	0	0	0	C16H11O7	CHO	Lignins
NOM_before	NOM	315.054398	13	15	7	0	1	0	C13H15O7S	CHOS	Lignins
NOM_before	NOM	315.06226	15	11	6	2	0	0	C15H11N2O6	CHON	Lignins
NOM_before	NOM	315.066282	20	11	4	0	0	0	C20H11O4	CHO	Condensed Aromatics
NOM_before	NOM	315.087412	17	15	6	0	0	0	C17H15O6	CHO	Lignins
NOM_before	NOM	315.090783	14	19	6	0	1	0	C14H19O6S	CHOS	Lignins
NOM_before	NOM	315.098645	16	15	5	2	0	0	C16H15N2O5	CHON	Lignins
NOM_before	NOM	315.108541	14	19	8	0	0	0	C14H19O8	CHO	Lignins
NOM_before	NOM	315.123797	18	19	5	0	0	0	C18H19O5	CHO	Lignins
NOM_before	NOM	315.127169	15	23	5	0	1	0	C15H23O5S	CHOS	Proteins
NOM_before	NOM	315.135031	17	19	4	2	0	0	C17H19N2O4	CHON	Lignins
NOM_before	NOM	315.144927	15	23	7	0	0	0	C15H23O7	CHO	Proteins
NOM_before	NOM	315.160183	19	23	4	0	0	0	C19H23O4	CHO	Lignins
NOM_before	NOM	315.171416	18	23	3	2	0	0	C18H23N2O3	CHON	Lignins
NOM_before	NOM	315.181312	16	27	6	0	0	0	C16H27O6	CHO	Proteins
NOM_before	NOM	315.254083	18	35	4	0	0	0	C18H35O4	CHO	Lipids
NOM_before	NOM	316.00989	14	6	8	1	0	0	C14H6NO8	CHON	Condensed Aromatics
NOM_before	NOM	316.025146	18	6	5	1	0	0	C18H6NO5	CHON	Condensed Aromatics
NOM_before	NOM	316.046275	15	10	7	1	0	0	C15H10NO7	CHON	Lignins
NOM_before	NOM	316.061531	19	10	4	1	0	0	C19H10NO4	CHON	Condensed Aromatics
NOM_before	NOM	316.082661	16	14	6	1	0	0	C16H14NO6	CHON	Lignins
NOM_before	NOM	316.119046	17	18	5	1	0	0	C17H18NO5	CHON	Lignins
NOM_before	NOM	316.170688	22	22	1	1	0	0	C22H22NO	CHON	
NOM_before	NOM	316.993905	14	5	9	0	0	0	C14H5O9	CHO	Condensed Aromatics
NOM_before	NOM	317.012533	15	9	6	0	1	0	C15H9O6S	CHOS	Condensed Aromatics
NOM_before	NOM	317.030291	15	9	8	0	0	0	C15H9O8	CHO	Condensed Aromatics
NOM_before	NOM	317.041524	14	9	7	2	0	0	C14H9N2O7	CHON	Lignins
NOM_before	NOM	317.045547	19	9	5	0	0	0	C19H9O5	CHO	Condensed Aromatics
NOM_before	NOM	317.05678	18	9	4	2	0	0	C18H9N2O4	CHON	Condensed Aromatics
NOM_before	NOM	317.066676	16	13	7	0	0	0	C16H13O7	CHO	Lignins
NOM_before	NOM	317.081932	20	13	4	0	0	0	C20H13O4	CHO	Lignins
NOM_before	NOM	317.103062	17	17	6	0	0	0	C17H17O6	CHO	Lignins
NOM_before	NOM	317.139447	18	21	5	0	0	0	C18H21O5	CHO	Lignins
NOM_before	NOM	317.175833	19	25	4	0	0	0	C19H25O4	CHO	Lignins
NOM_before	NOM	317.187066	18	25	3	2	0	0	C18H25N2O3	CHON	Lignins
NOM_before	NOM	318.007782	14	8	6	1	1	0	C14H8NO6S	CHONS	Condensed Aromatics
NOM_before	NOM	318.02554	14	8	8	1	0	0	C14H8NO8	CHON	Condensed Aromatics
NOM_before	NOM	318.040796	18	8	5	1	0	0	C18H8NO5	CHON	Condensed Aromatics
NOM_before	NOM	318.061925	15	12	7	1	0	0	C15H12NO7	CHON	Lignins
NOM_before	NOM	318.077181	19	12	4	1	0	0	C19H12NO4	CHON	Condensed Aromatics
NOM_before	NOM	318.098311	16	16	6	1	0	0	C16H16NO6	CHON	Lignins
NOM_before	NOM	318.134696	17	20	5	1	0	0	C17H20NO5	CHON	Lignins
NOM_before	NOM	318.171082	18	24	4	1	0	0	C18H24NO4	CHON	Lignins
NOM_before	NOM	318.991797	14	7	7	0	1	0	C14H7O7S	CHOS	Condensed Aromatics
NOM_before	NOM	319.009555	14	7	9	0	0	0	C14H7O9	CHO	Condensed Aromatics
NOM_before	NOM	319.024812	18	7	6	0	0	0	C18H7O6	CHO	Condensed Aromatics
NOM_before	NOM	319.028183	15	11	6	0	1	0	C15H11O6S	CHOS	Lignins
NOM_before	NOM	319.036045	17	7	5	2	0	0	C17H7N2O5	CHON	Condensed Aromatics
NOM_before	NOM	319.045941	15	11	8	0	0	0	C15H11O8	CHO	Lignins
NOM_before	NOM	319.057174	14	11	7	2	0	0	C14H11N2O7	CHON	Lignins
NOM_before	NOM	319.060546	11	15	7	2	1	0	C11H15N2O7S	CHONS	Lignins
NOM_before	NOM	319.061197	19	11	5	0	0	0	C19H11O5	CHO	Condensed Aromatics
NOM_before	NOM	319.07243	18	11	4	2	0	0	C18H11N2O4	CHON	Condensed Aromatics
NOM_before	NOM	319.082326	16	15	7	0	0	0	C16H15O7	CHO	Lignins
NOM_before	NOM	319.097583	20	15	4	0	0	0	C20H15O4	CHO	Lignins
NOM_before	NOM	319.118712	17	19	6	0	0	0	C17H19O6	CHO	Lignins
NOM_before	NOM	319.155097	18	23	5	0	0	0	C18H23O5	CHO	Lignins
NOM_before	NOM	319.166331	17	23	4	2	0	0	C17H23N2O4	CHON	Lignins
NOM_before	NOM	319.191483	19	27	4	0	0	0	C19H27O4	CHO	Lignins
NOM_before	NOM	320.04119	14	10	8	1	0	0	C14H10NO8	CHON	Lignins
NOM_before	NOM	320.056446	18	10	5	1	0	0	C18H10NO5	CHON	Condensed Aromatics
NOM_before	NOM	320.077575	15	14	7	1	0	0	C15H14NO7	CHON	Lignins
NOM_before	NOM	320.092832	19	14	4	1	0	0	C19H14NO4	CHON	Lignins
NOM_before	NOM	320.113961	16	18	6	1	0	0	C16H18NO6	CHON	Lignins
NOM_before	NOM	321.004076	17	5	7	0	0	0	C17H5O7	CHO	Condensed Aromatics
NOM_before	NOM	321.007447	14	9	7	0	1	0	C14H9O7S	CHOS	Lignins
NOM_before	NOM	321.025205	14	9	9	0	0	0	C14H9O9	CHO	Lignins
NOM_before	NOM	321.040462	18	9	6	0	0	0	C18H9O6	CHO	Condensed Aromatics
NOM_before	NOM	321.051695	17	9	5	2	0	0	C17H9N2O5	CHON	Condensed Aromatics
NOM_before	NOM	321.061591	15	13	8	0	0	0	C15H13O8	CHO	Lignins
NOM_before	NOM	321.072824	14	13	7	2	0	0	C14H13N2O7	CHON	Lignins
NOM_before	NOM	321.076847	19	13	5	0	0	0	C19H13O5	CHO	Lignins
NOM_before	NOM	321.08808	18	13	4	2	0	0	C18H13N2O4	CHON	Lignins
NOM_before	NOM	321.097976	16	17	7	0	0	0	C16H17O7	CHO	Lignins
NOM_before	NOM	321.113233	20	17	4	0	0	0	C20H17O4	CHO	Lignins
NOM_before	NOM	321.134362	17	21	6	0	0	0	C17H21O6	CHO	Lignins
NOM_before	NOM	321.170747	18	25	5	0	0	0	C18H25O5	CHO	Lignins
NOM_before	NOM	321.181981	17	25	4	2	0	0	C17H25N2O4	CHON	Lipids
NOM_before	NOM	321.210504	16	33	4	0	1	0	C16H33O4S	CHOS	Condensed Aromatics
NOM_before	NOM	322.035711	17	8	6	1	0	0	C17H8NO6	CHON	Condensed Aromatics
NOM_before	NOM	322.046944	16	8	5	3	0	0	C16H8N3O5	CHON	Condensed Aromatics
NOM_before	NOM	322.05684	14	12	8	1	0	0	C14H12NO8	CHON	Lignins
NOM_before	NOM	322.072096	18	12	5	1	0	0	C18H12NO5	CHON	Lignins
NOM_before	NOM	322.093225	15	16	7	1	0	0	C15H16NO7	CHON	Lignins
