Sample_1	Site_1	Mass_1	C1	H1	O1	N1	S1	P1	MolForm_1	El_comp_1	Class_1
NOM_after	NOM	290.030625	13	8	7	1	0	0	C13H8NO7	CHON	Condensed Aromatics
NOM_after	NOM	290.045881	17	8	4	1	0	0	C17H8NO4	CHON	Condensed Aromatics
NOM_after	NOM	290.067011	14	12	6	1	0	0	C14H12NO6	CHON	Lignins
NOM_after	NOM	290.082267	18	12	3	1	0	0	C18H12NO3	CHON	Lignins
NOM_after	NOM	290.0935	17	12	2	3	0	0	C17H12N3O2	CHON	Lignins
NOM_after	NOM	290.103396	15	16	5	1	0	0	C15H16NO5	CHON	Lignins
NOM_after	NOM	290.176167	17	24	3	1	0	0	C17H24NO3	CHON	Lignins
NOM_after	NOM	290.996883	13	7	6	0	1	0	C13H7O6S	CHOS	Condensed Aromatics
NOM_after	NOM	291.014641	13	7	8	0	0	0	C13H7O8	CHO	Condensed Aromatics
NOM_after	NOM	291.025874	12	7	7	2	0	0	C12H7N2O7	CHON	Condensed Aromatics
NOM_after	NOM	291.029245	9	11	7	2	1	0	C9H11N2O7S	CHONS	Tannins
NOM_after	NOM	291.029897	17	7	5	0	0	0	C17H7O5	CHO	Condensed Aromatics
NOM_after	NOM	291.04113	16	7	4	2	0	0	C16H7N2O4	CHON	Condensed Aromatics
NOM_after	NOM	291.051026	14	11	7	0	0	0	C14H11O7	CHO	Lignins
NOM_after	NOM	291.066282	18	11	4	0	0	0	C18H11O4	CHO	Condensed Aromatics
NOM_after	NOM	291.087412	15	15	6	0	0	0	C15H15O6	CHO	Lignins
NOM_after	NOM	291.123797	16	19	5	0	0	0	C16H19O5	CHO	Lignins
NOM_after	NOM	291.160183	17	23	4	0	0	0	C17H23O4	CHO	Lignins
NOM_after	NOM	291.171416	16	23	3	2	0	0	C16H23N2O3	CHON	Lipids
NOM_after	NOM	291.992132	12	6	6	1	1	0	C12H6NO6S	CHONS	Condensed Aromatics
NOM_after	NOM	292.003365	11	6	5	3	1	0	C11H6N3O5S	CHONS	Condensed Aromatics
NOM_after	NOM	292.00989	12	6	8	1	0	0	C12H6NO8	CHON	Condensed Aromatics
NOM_after	NOM	292.025146	16	6	5	1	0	0	C16H6NO5	CHON	Condensed Aromatics
NOM_after	NOM	292.046275	13	10	7	1	0	0	C13H10NO7	CHON	Lignins
